,PayOffFunction,Radius,Noise,IKINumber,MaxDeviation,MaxNrDigits,TrackingWindowVisitCounter,MeanTimeTypingWindow
1123,Accuracy,80,5,0.27560500000000004,56.69,4,5,1.08056666666667
1488,Accuracy,80,5,0.4030171052631579,97.94,4,6,1.6353857142857098
1275,Accuracy,80,5,0.22363078947368398,82.44,6,3,1.297775
1635,Accuracy,80,5,0.211221578947368,93.06,6,3,1.261325
1910,Accuracy,80,5,0.289582368421053,80.64,7,3,1.69745
1772,Accuracy,80,5,0.22610026315789497,101.18,5,4,1.2389
1762,Accuracy,80,5,0.22610026315789497,76.34,8,3,1.5363
1481,Accuracy,80,5,0.4030171052631579,79.47,6,5,1.8129166666666698
1377,Accuracy,80,5,0.44272789473684204,95.42,4,8,1.3166
1903,Accuracy,80,5,0.289582368421053,74.58,9,2,2.03663333333333
1492,Accuracy,80,5,0.4030171052631579,114.85,4,6,1.74717142857143
1908,Accuracy,80,5,0.289582368421053,133.75,9,2,2.3455
1761,Accuracy,80,5,0.22610026315789497,110.49,5,3,1.516325
1133,Accuracy,80,5,0.27560500000000004,64.61,3,6,0.7654142857142858
1312,Accuracy,80,5,0.404969736842105,68.22,3,8,0.6102666666666671
1904,Accuracy,80,5,0.289582368421053,108.39,9,2,2.42763333333333
1310,Accuracy,80,5,0.404969736842105,79.83,4,7,0.7427375
1129,Accuracy,80,5,0.27560500000000004,85.29,3,6,0.9873142857142858
1595,Accuracy,80,5,0.4514504970760229,76.02,3,19,0.512000000000001
1582,Accuracy,80,5,0.4514504970760229,87.58,3,9,1.10765
1067,Accuracy,80,5,0.25489235380117004,49.34,4,6,0.8946285714285709
1902,Accuracy,80,5,0.289582368421053,101.2,8,2,2.20256666666667
1734,Accuracy,80,5,0.258833157894737,93.53,7,4,1.37212
1376,Accuracy,80,5,0.44272789473684204,116.15,6,6,1.49294285714286
853,Speed,80,3,0.394169473684211,58.31,14,1,4.02595
946,Speed,80,3,0.38239945906432704,46.65,13,2,2.6936666666666698
571,Speed,80,3,0.264108157894737,137.42,20,0,5.901
659,Speed,80,3,0.184142105263158,109.68,20,0,4.1718
514,Speed,80,3,0.28634421052631603,78.8,12,2,2.4027
451,Speed,80,3,0.38419394736842105,60.79,10,1,3.2536
447,Speed,80,3,0.38419394736842105,77.05,11,1,3.7278
454,Speed,80,3,0.38419394736842105,59.14,11,1,3.3044
644,Speed,80,3,0.184142105263158,72.6,20,0,4.0489
757,Speed,80,3,0.18430421052631601,154.87,20,0,5.2582
950,Speed,80,3,0.38239945906432704,80.24,7,3,2.466125
851,Speed,80,3,0.394169473684211,65.91,11,1,4.90685
941,Speed,80,3,0.38239945906432704,41.04,8,3,2.24645
942,Speed,80,3,0.38239945906432704,68.83,9,3,2.1913
398,Speed,80,3,0.316916315789474,78.03,6,4,1.6648
854,Speed,80,3,0.394169473684211,111.41,10,2,3.88416666666667
0,Speed,80,3,0.30855368421052604,76.66,6,3,2.07905
12,Speed,80,3,0.30855368421052604,73.51,12,1,2.76335
3,Speed,80,3,0.30855368421052604,71.33,11,1,3.28685
754,Speed,80,3,0.18430421052631601,50.09,10,1,2.8402
956,Speed,80,3,0.38239945906432704,63.66,7,3,2.103125
944,Speed,80,3,0.38239945906432704,106.26,8,3,2.20435
387,Speed,80,3,0.316916315789474,69.75,7,4,1.4289
186,Speed,80,3,0.39388921052631604,63.08,12,3,2.3967
85,Speed,80,5,0.197858157894737,71.24,9,3,1.486125
906,Speed,80,5,0.38239945906432704,81.32,9,3,2.277425
555,Speed,80,5,0.28634421052631603,126.19,9,2,2.45276666666667
785,Speed,80,5,0.18430421052631601,170.67,20,0,5.0546
914,Speed,80,5,0.38239945906432704,149.03,6,3,2.447275
263,Speed,80,5,0.469810526315789,146.18,4,7,2.038825
611,Speed,80,5,0.264108157894737,105.51,8,2,2.2714666666666696
278,Speed,80,5,0.469810526315789,124.42,5,7,1.7813
47,Speed,80,5,0.30855368421052604,70.6,6,4,1.3041399999999999
56,Speed,80,5,0.30855368421052604,101.03,5,7,1.09925
794,Speed,80,5,0.18430421052631601,81.22,13,1,2.6299
84,Speed,80,5,0.197858157894737,114.09,13,2,1.5925666666666698
42,Speed,80,5,0.30855368421052604,91.42,7,5,1.10921666666667
907,Speed,80,5,0.38239945906432704,79.29,9,3,2.648425
417,Speed,80,5,0.38419394736842105,179.52,9,2,2.1124
272,Speed,80,5,0.469810526315789,133.66,6,5,2.95865
58,Speed,80,5,0.30855368421052604,89.5,6,5,1.28375
415,Speed,80,5,0.38419394736842105,69.57,14,1,2.9679
682,Speed,80,5,0.184142105263158,101.76,14,1,2.3642
404,Speed,80,5,0.38419394736842105,163.04,7,3,1.635325
784,Speed,80,5,0.18430421052631601,97.12,20,0,4.255
913,Speed,80,5,0.38239945906432704,104.36,6,4,1.94386
545,Speed,80,5,0.28634421052631603,112.03,9,2,2.0978666666666697
917,Speed,80,5,0.38239945906432704,79.71,5,5,1.7497833333333301
1665,Accuracy,80,3,0.211221578947368,53.72,8,3,1.242075
1456,Accuracy,80,3,0.4030171052631579,53.32,6,3,2.421725
1686,Accuracy,80,3,0.258833157894737,85.1,9,2,1.83746666666667
1870,Accuracy,80,3,0.289582368421053,59.58,7,2,2.6769
1815,Accuracy,80,3,0.22610026315789497,33.31,11,1,2.4625
1107,Accuracy,80,3,0.25489235380117004,55.01,5,6,0.954157142857143
1868,Accuracy,80,3,0.289582368421053,67.4,8,2,2.35253333333333
1450,Accuracy,80,3,0.4030171052631579,72.47,5,4,2.70874
1699,Accuracy,80,3,0.258833157894737,60.27,11,2,1.7377333333333302
1662,Accuracy,80,3,0.211221578947368,55.75,7,3,1.17015
1543,Accuracy,80,3,0.4514504970760229,113.05,20,0,8.6487
1414,Accuracy,80,3,0.44272789473684204,68.67,5,5,1.68395
1105,Accuracy,80,3,0.25489235380117004,74.02,5,5,0.9985
1681,Accuracy,80,3,0.258833157894737,62.65,6,3,1.457375
971,Accuracy,80,3,0.38790115497076,56.98,6,3,2.484
1674,Accuracy,80,3,0.211221578947368,63.69,5,3,1.10435
974,Accuracy,80,3,0.38790115497076,58.83,7,3,2.540775
972,Accuracy,80,3,0.38790115497076,76.53,6,3,2.5472
1804,Accuracy,80,3,0.22610026315789497,107.29,12,1,2.7764
1661,Accuracy,80,3,0.211221578947368,64.25,7,3,1.1259
1351,Accuracy,80,3,0.404969736842105,72.03,6,6,0.758057142857143
